Date,SMB,HML,WML,MF,RF
1993-10,2.98065961026328,2.58723510814853,3.01110382988408,NA,NA
1993-11,-9.42270542332044,-0.558586630116287,12.6212336899155,17.6218944309642,0.611432097208131
1993-12,-3.77400297106795,7.55343817247855,-3.30445039636852,8.29219217272565,0.613010054067908
1994-01,5.30046108599649,-4.18631982534136,-5.09896007056128,18.7178209778289,0.856796915905944
1994-02,3.63938630714877,-2.5723612551569,5.06196109425103,4.88687111108193,0.620017402442952
1994-03,2.3143998894861,-1.89714445976432,-0.998293312181131,-13.2123802711507,0.618383117228793
1994-04,0.0406913073345505,-4.65306231305399,-1.8947798632424,-2.69728693957357,0.561986337458475
1994-05,1.14055089788356,5.91757674326885,-9.79551815162177,2.65874756099116,0.629808464934767
1994-06,-5.55955088694338,11.4235074397141,-0.902747371763346,7.27143852425223,0.647116834060557
1994-07,9.23846504633545,-1.27506522240471,-10.1790521942208,4.17299792960293,0.679861355034084
1994-08,4.4181232255958,-2.34169289689259,-2.09331283510926,8.59465217727804,0.716370827482615
1994-09,7.86089433970429,1.68129983078806,-4.2078301612449,-6.0196537012143,0.663979860065145
1994-10,4.61075664282344,9.4008113631749,0.490523506630947,0.207257821764872,0.728841063527219
1994-11,NA,NA,NA,-0.263703536943405,0.667075888459356
1994-12,5.19754486997095,-6.00567334763198,-5.33681588950672,-8.42459094945908,0.743669948229453
1995-01,3.76485323911118,-3.94818195405071,-2.22252730128912,-9.266371038999,0.933246967401113
1995-02,-4.73054152269144,4.0054759271686,4.90283498007951,-7.55517105642698,0.821289357629573
1995-03,1.50858679355064,1.4708781740743,-1.88947371242382,-5.68831566970531,0.945838856679337
1995-04,-8.46980749501369,-2.18926173513405,0.687954286332793,-9.58086696889682,0.870222311093016
1995-05,-3.61539813906552,-4.77782766290351,-2.39831523443532,0.259477208620051,1.02123420979108
1995-06,-6.06414794734472,0.340140565016633,1.67462210161864,-6.59211092086806,0.962289813867701
1995-07,-1.75588512512831,1.19206887543615,-1.03510952914462,3.00312167832677,1.02767380835123
1995-08,0.492820156154683,-2.44879179859104,6.16473024427491,-5.28167588135554,1.01639120009691
1995-09,-3.8769146450625,2.14284880059321,0.743753339059605,1.27065408413392,0.944794479331956
1995-10,-1.03186053456834,0.289768748150987,0.807079873748262,-5.27289399156612,1.05628456543301
1995-11,-0.213079925285442,-2.90169340649613,-2.8842222144166,-14.7467466079808,1.00586115484431
1995-12,-1.55780535432553,-1.30549624473799,0.355719881763972,3.6583448338618,0.972775586221375
1996-01,-5.76566771447432,-5.44212160609611,5.74703317836551,-8.31670278158461,1.10769209392179
1996-02,-2.38036570064522,-5.92935154474079,0.0928737063288665,14.1743772239011,0.972775586221353
1996-03,-4.70176876739577,-7.76595032672133,7.08470685465752,-0.15465908086193,0.972775586221353
1996-04,-10.6034082929502,-0.534751021970992,6.88786753525983,10.6537475705371,1.06088156784578
1996-05,-4.09999246285637,-3.57638514090266,10.8766907527552,-4.638892465004,0.99621186370018
1996-06,-5.23567175391344,-2.19262457740225,6.12612565534072,2.75446177007499,0.901075197424195
1996-07,-4.55234158470454,-5.09309902466447,8.60062470117578,-11.4452513515446,0.916309175808561
1996-08,0.818878107777032,-0.891936509272195,-4.35759275268822,-2.92965149080532,0.728745776994622
1996-09,-4.19278078102966,-1.97058743862758,2.85682001091927,-10.8782227858335,0.814532258354927
1996-10,-4.06868624428754,2.06040194186068,-1.88230329590825,-4.87554221783688,0.801622808112157
1996-11,-2.56663310770242,2.77032387455862,3.30521890081505,-9.45224974982724,0.570134383549359
1996-12,-1.6994297081671,11.1977885236757,-12.0644639200772,7.56460338779177,0.687641393804306
1997-01,-7.04526257054059,3.10189131645562,-13.8693307227663,6.24057002736695,0.66601032400504
1997-02,-13.2823090523223,2.19099546523973,10.1147807567598,3.61089881058503,0.576624022285688
1997-03,-7.2426525736535,-1.27397475280603,7.78488613849038,-5.50358053542129,0.648061604021222
1997-04,-8.71071222072314,-5.70824531750012,7.61864919008539,9.69273244405271,0.527775754797855
1997-05,-5.6409151456683,-8.88540688171179,11.7096384255102,-1.52250259316062,0.515901293969745
1997-06,-9.75719469405806,-5.7295577699179,3.12247644933923,12.384923705492,0.566969740931222
1997-07,9.64176559534124,16.5823191911606,-10.5263189730127,3.25864976837817,0.563237609426426
1997-08,1.58616716738804,-0.964484791848641,-0.855979434001441,-9.26608174189335,0.510524788800604
1997-09,-9.55443347610963,-2.30366968366987,14.8112702958928,-1.75872683183396,0.573866813006663
1997-10,-3.29427883367875,-4.60695526018162,4.05211120841895,-3.56650041398605,0.537455523022845
1997-11,0.891918237735068,-9.51426093616798,8.20208020656763,-6.44651505400087,0.479884756737992
1997-12,-0.967985314408804,0.768969918226037,-5.46668729663691,-0.0986409832164914,0.612847281287165
1998-01,1.78551619143918,5.0561735288704,-11.8920218519215,-11.8141005988135,0.575510520793032
1998-02,-7.10494771248126,-5.84651507544023,6.38929513517841,10.8816316387937,0.543892964262671
1998-03,2.55385495130258,2.74744926792467,-18.7634807755146,6.35263344601831,0.621833070190947
1998-04,4.60980539965259,10.0742981151179,-9.92534997237921,6.55198193270592,0.582855467903598
1998-05,-1.00912460209399,9.79164091440963,3.68272008884349,-3.16200478574951,0.560391107750169
1998-06,1.15008399581746,-14.4300947377976,1.67049697796295,-17.0030312994721,0.621833070190947
1998-07,4.34970289848515,-11.1455756557207,11.984968464934,-0.64419387551099,0.624676809342861
1998-08,6.5468248642822,6.53441288951568,-4.13486486185437,-3.56544042206227,0.633925576597916
1998-09,-1.46548875886121,-1.2531701892755,-8.96462249629204,4.42689983054465,0.682196771943566
1998-10,3.15259185635925,1.23764517051494,0.745848244192748,-7.97599882498127,0.772163382264113
1998-11,-1.00686394929695,2.27435526500368,-3.74752224248491,-2.50449878233406,0.752446726999678
1998-12,0.811265845512787,-9.34726152534134,-0.654962124485259,7.80769587950356,0.771261824282488
1999-01,4.19825178835076,2.21260300839652,15.1939774177015,6.68728008418527,0.723411009327579
1999-02,-0.904489573653799,-9.00002849354566,11.4537480993043,0.321024733192976,0.723303883289694
1999-03,14.2769555234067,-5.38225758228577,10.392647436046,7.2442221898475,0.750173612060312
1999-04,-6.49684692545757,1.33467183459424,-3.1624357523796,-10.1886326798183,0.67619285365359
1999-05,-7.83977937981173,-0.897034164858501,-10.7636740849972,12.0152404759365,0.68828386493851
1999-06,-4.91510006954147,11.4685856791602,-12.4957216130425,4.76750621562163,0.706368151343129
1999-07,2.38541352752615,2.86037792962006,-0.321893204504675,11.424424477179,0.731433355841871
1999-08,13.4189045474394,8.85611170165734,-9.53879292782237,12.8258641373587,0.771240859583133
1999-09,-6.12964016048062,-6.06272746514279,8.93360267031089,2.97890317234819,0.745064118460803
1999-10,-4.21788184792439,22.5609830231984,-1.66636503439876,-3.78997737464303,0.720139440415624
1999-11,2.49317253265731,-16.2723474956089,16.1097838123106,6.81870627892311,0.787850694480863
1999-12,12.5922413926413,-6.18528221863875,30.4749624753102,14.4885477947918,0.701173881125849
2000-01,-1.17993646261938,-18.9660807542577,7.70867652771665,5.6832470994832,0.75971046091825
2000-02,5.31382409449686,-6.44756908781499,26.6749366100639,11.8716209023787,0.661016747876886
2000-03,-6.03278371450272,4.38020313312779,-10.882651184844,-12.5595220243144,0.74314419655388
2000-04,-5.47428910433778,-1.61606434463699,-21.1189118500093,-22.7735645789356,0.622522401240078
2000-05,-9.32531840735609,16.4335158699519,-19.7818799650879,-9.50892243867056,0.706608112163254
2000-06,3.04630255430973,-6.86144704248786,8.59822089380102,9.32418956098455,0.701712695471857
2000-07,-3.99108765320296,3.69054309973464,-10.6674093314884,-11.5114712314294,0.718583412794405
2000-08,3.97029196526966,-0.133119598924514,2.58194240338616,6.58440687014306,0.786492633333435
2000-09,-1.9753915552012,5.67637681751505,-2.73034031157331,-10.9120270585202,0.782658268724212
2000-10,-2.65429425698742,8.43275182704641,-6.10431379087697,-8.79932405199587,0.82248989387661
2000-11,-4.90165439061605,14.1649623156528,-9.21455343098816,7.03759213371928,0.721809062329726
2000-12,-1.90851321749503,5.07500662069156,0.732486014046141,-2.34796797082867,0.682827628448868
2001-01,-9.90875062085639,5.48351444056656,6.62765357180428,6.56106778380408,0.767706944156288
2001-02,-2.40274076668676,12.3329348935981,16.3680064198077,-4.23188183372129,0.635056499708764
2001-03,-7.02008638729276,-3.66537622509889,35.819305189559,-21.7204470080189,0.651055293979175
2001-04,-6.50762101065789,3.5136900794964,-3.26152387702241,-1.84892760244014,0.679253319040241
2001-05,4.4708133502287,0.699810093144304,-7.91717924997417,6.06790812529552,0.628400277940333
2001-06,-3.49157130909374,-7.99240974100704,4.83461265310214,-8.21159332091378,0.561239980819472
2001-07,-3.77132932427068,-0.803584682585956,16.7162541606966,-4.58457933585386,0.600632467669904
2001-08,5.01973098607005,-2.46516309202869,-5.53259770926776,-1.38691931878357,0.57070198452176
2001-09,0.489292359368521,-0.378803182646814,21.1936542272748,-14.2230121596192,0.518231745161923
2001-10,2.8462948615297,0.236737239854268,-13.3251001241864,5.0626334889476,0.604662027749048
2001-11,8.43322146870851,-0.340619437397038,-27.6148308910385,12.4228012428144,0.516816446361568
2001-12,1.11589388149607,-5.23812054403201,-3.71471067466838,-0.380471917537506,0.575994692261017
2002-01,-1.49173572355203,-5.72567745637198,5.66966530429365,1.81413280900133,0.561419570710964
2002-02,-13.833203135575,5.16675554815933,9.42768377571688,8.81241499196344,0.473013520637466
2002-03,1.61073695931786,-5.96326719160176,7.86473232708715,2.34500264852184,0.455068835375716
2002-04,4.56470066665242,2.3866452815251,4.3333307213584,1.85110059782372,0.522612769150066
2002-05,-1.14057370570712,24.6427799124932,-4.26558882310887,-4.72521916435539,0.541876228674898
2002-06,12.4870018218292,24.5235662293843,-3.67254213878664,4.40845226317066,0.477820837103993
2002-07,-7.88122124694136,-7.92808349233367,1.06966666410773,-9.13177920607372,0.515977695887004
2002-08,-2.70124367704248,-4.85287308862746,-2.30618523633154,4.97911780754792,0.464390641066248
2002-09,1.79897726456362,-1.04059258014524,-3.55913986676067,-6.75232508340865,0.474338535328411
2002-10,-5.18517574872708,1.07730727659774,8.57305093401455,-0.914993880265103,0.475089097058379
2002-11,0.922258288542754,4.12210007091807,-9.06056949265906,6.44398690358727,0.423817019159656
2002-12,-1.18205703662685,-1.64248776881724,3.59840459505885,3.87761515325846,0.456202437948372
2003-01,-4.73657893976789,1.72486769425551,8.71873251117876,-3.6718918144364,0.451519251708477
2003-02,-2.60215990120622,-1.34286795662946,3.57558448589219,1.54247420002795,0.424801272027553
2003-03,-4.72167094048078,-5.17732019491943,5.31596909822383,-8.76924743529147,0.479258871015209
2003-04,3.05323173526095,2.57762164638295,-2.6177722316945,-0.883798853531048,0.421842196741018
2003-05,4.29872074668618,9.42719234488136,7.22426344779992,15.2495226251903,0.364503347652945
2003-06,2.89511256140185,6.00024808230137,-6.48910083230683,12.1850793099908,0.408283447864077
2003-07,5.05245928742264,3.19385045210088,1.24060937013255,4.79705900674792,0.407101201624926
2003-08,-8.06077971744464,3.85801972815021,7.08488023900458,18.3573168510905,0.380055162544712
2003-09,-2.4009521829506,-16.5298471928844,0.96279597166169,3.34026044837039,0.397250987680842
2003-10,-3.95365009440144,-3.16229816648469,4.82631660799442,5.55382287205846,0.378075723729654
2003-11,8.52094546379432,13.8800870880535,-5.76425926198285,6.96934061187753,0.339181041663705
2003-12,4.38046649204555,10.1043042602612,-2.98302464010602,18.9407786306052,0.372728704109915
2004-01,-9.3259619055576,-5.0096517288058,3.50469683616719,-6.20899529001928,0.342019732336896
2004-02,-2.33617647544863,-7.35988699283171,4.4975997224779,-1.41557690990896,0.327681135237112
2004-03,-3.82728278989154,0.0336425842287991,7.9973565532238,-0.920176911544124,0.378866615739093
2004-04,7.45937978985187,5.48994371992138,3.57136522963943,3.02034580243631,0.352243657269824
2004-05,5.33225151894083,-3.67363633244678,-11.8961372467585,-17.7292291924541,0.366029958026681
2004-06,-1.17985047687944,-0.101092139617864,2.66019432257159,1.50968101258875,0.357834344563224
2004-07,0.432962211443511,5.86275455994283,5.28444349286312,8.9597131471473,0.360524078595925
2004-08,11.747231435107,2.90000367219654,0.508310012670288,2.36861376698545,0.404982915968866
2004-09,0.981110521463413,9.33751174904958,-2.22654802775005,7.71527697979344,0.379770903913657
2004-10,2.42520777422155,2.10249805383813,6.22305653550665,1.7823235575084,0.396622341912356
2004-11,4.26630580620666,14.0621502756984,-0.760354863749269,8.28715658389101,0.468177906853207
2004-12,3.52583302717817,3.33907705976322,3.16863629359114,8.11110132788473,0.439720458550541
2005-01,1.85403470922079,-4.17380095269375,3.42208560096422,-1.75006896268892,0.441657259532202
2005-02,3.80912751622051,3.03588142006248,5.93840593690989,3.44276475097258,0.393823528846227
2005-03,5.36829992660051,-1.13050978529444,4.56710101805491,-3.72775880302803,0.434989303322042
2005-04,5.27802307037026,2.41110388416201,-6.87100459924134,-3.4467009103922,0.404854544007494
2005-05,3.13019138861772,12.1251588170574,-3.65644956253137,8.41266800910678,0.443122945753638
2005-06,0.753175847612786,2.4998603464353,1.27696330722433,3.47254265610788,0.422555158646287
2005-07,1.95458648146711,1.58612168304835,6.69938076743506,5.99039769222018,0.421299263547725
2005-08,11.5126839802709,7.58135468868524,1.67730102272707,7.2366348944237,0.466639135680746
2005-09,-9.12169136513868,-6.07886638320713,0.0242766398149685,5.10577682321796,0.415779869191035
2005-10,-3.8006967372255,-4.81819921367214,-6.06206058565137,-9.32854124547267,0.454664724499998
2005-11,0.843464720632525,-2.22770532597149,2.56151087993197,11.5603632171131,0.460157440814646
2005-12,0.10766844268999,-5.71146596247615,4.01433721121889,6.50597411977156,0.464662616931988
2006-01,-1.98038459521719,0.617113624534427,7.35309618252615,6.66062704686685,0.52827719250681
2006-02,-3.09105083688703,-1.21794238953347,-0.952637878993601,2.56451338739381,0.493005578972561
2006-03,-1.04003786514886,-5.0368450019036,9.00108939897082,10.4690570095421,0.544094662828432
2006-04,2.7602226773578,6.07213819070829,-1.14059054350399,7.71201402113015,0.438901025823513
2006-05,5.88018060503672,4.01252378899486,-1.06939936546455,-14.7708639154309,0.48193305205122
2006-06,-12.9750782205615,-3.7866368896338,5.32483538639075,-3.95798620287512,0.479458415017509
2006-07,-1.99233860456137,-0.262781008228008,5.86854457989574,-1.62151389185259,0.528254501862757
2006-08,1.225348951327,3.47398143861277,-0.4170310856913,8.25211641708117,0.528040313646838
2006-09,0.498233770194312,0.260376405583362,3.87272743263856,4.68876908268427,0.499367904458015
2006-10,1.37927455274212,-1.62762786252653,4.83625061023558,4.21245275697637,0.563202668349105
2006-11,0.0203648772533649,-0.98750171028763,5.99757669958021,4.25374751807959,0.529913497182144
2006-12,2.76073276288149,6.82096002439807,3.08526702923448,0.835345137191834,0.530800585061897
2007-01,2.04513934948216,6.83670966257659,0.0334177336150043,3.06386238660092,0.629256331593275
2007-02,-3.09588772566514,-3.43273665820564,2.35713785722818,-8.43636634133917,0.570485417589395
2007-03,-6.13561695273587,0.511993517143106,1.96305774518608,0.354197374412113,0.604976782608113
2007-04,-0.874917575326062,-0.72979052396458,-0.66215440934515,6.83458166223989,0.626328452789537
2007-05,0.647470482262302,-2.85092791605661,2.24192932062037,4.12443893507908,0.624847429589082
2007-06,4.36692184243972,1.75024848251029,2.13252044938552,0.452387752608763,0.570299700521781
2007-07,-2.51504353612456,1.99187600781163,2.9174063745784,4.61642766199912,0.473221747214669
2007-08,-1.99418040217469,16.7248127462891,2.44935254269758,-1.04629067251255,0.537405945689717
2007-09,-4.72547653432847,7.48961467052829,-0.14719851858862,11.4689544314957,0.524634498566035
2007-10,-10.1302853434157,-6.27303541432227,20.7968852088106,18.2490108686833,0.620386139951057
2007-11,6.54451387392592,9.88810023359106,1.44238726071066,-1.11961441291245,0.588455718789471
2007-12,12.5865010909928,10.7341531646998,-3.0369422522702,11.5588960992197,0.610771056747628
2008-01,-2.70680293798117,-10.7457417316462,-4.35944997379135,-21.6742269264701,0.584507415226199
2008-02,-10.033102990293,7.17883477975161,-2.2106256851229,0.588033766650864,0.561344656727769
2008-03,-8.35078780412727,-1.19675800144952,-5.81598994734585,-11.4587755177975,0.605328155672469
2008-04,2.91685419576271,2.92987531756519,-3.87833478390747,10.461297873614,0.577033400900873
2008-05,-4.6988726763809,9.79213351457182,-1.51326774757626,-5.99510421072169,0.587175201258461
2008-06,-0.89759857435423,4.59108119900615,-1.66422979668054,-18.8442208238026,0.642297842259665
2008-07,0.356948431900306,-2.68349838863878,2.03670832225049,5.93828080058527,0.732163091970528
2008-08,0.590513149829031,-1.02822924116244,-2.28870718084938,-0.383957976276394,0.702229877546867
2008-09,-5.87347323204378,0.270648370320381,5.13453101551111,-14.3453063260221,0.742609414173323
2008-10,-6.94404105535112,0.577245197585441,17.67235353985,-29.0636536695566,0.678127333460776
2008-11,-9.35075753050945,1.21176235707241,12.1726197762154,-6.37703793132456,0.54608217663743
2008-12,0.308685242803453,-1.59879200310683,-20.3141907113087,8.64394842536305,0.525084550346056
2009-01,-7.879565719425,2.61847902552315,11.5554523521004,-3.31200756240284,0.376591515264968
2009-02,-2.23238472039171,-0.496258322141718,6.4632485327657,-3.10312623833731,0.359284224648815
2009-03,-2.56839352437442,-4.11254853873744,-6.41619946595623,8.09924330225968,0.407907447531941
2009-04,4.11093631579396,4.57417693833904,-18.3273304110911,14.6669482227918,0.316429602150325
2009-05,11.9788530323823,5.26672025377042,-25.0038756828543,33.5528291196423,0.263766237073426
2009-06,1.03671437703738,-5.05233166311203,-4.29703465762102,-3.65819324082794,0.288508318692848
2009-07,0.437718644402874,-1.5479067888435,0.306537722643241,8.96452856834604,0.270228769217873
2009-08,8.60147365455641,7.57732608423467,-8.52692171044124,3.35962768869089,0.277600162133029
2009-09,-1.2450156595429,1.56941876571051,0.505152501130057,6.51277656931935,0.274820466778847
2009-10,5.81493411081513,-3.22306766177403,8.72263629911971,-7.0211164531046,0.260085021257805
2009-11,-2.00879170822763,2.43725780351198,7.17469127999506,7.02465771623124,0.273263751940411
